first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
Verla,Dumingos,Female,26,9/18/1971,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,1.06,1.325,1.325,1.12625,282,282,1.04921875
Sherrie,Godleman,Female,37,4/2/1978,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,0.87,0.87,0.87,0.7395,282,282,1.04921875
Dexter,Shutle,Male,81,1/5/1959,Quality Control Specialist,,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,0.54,0.54,0.675,0.57375,284,284,1.046875
Konstanze,Hovie,Female,88,1/9/1967,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,0.87,0.87,1.0875,0.924375,285,285,1.04125
Bink,Bentje,Male,3,3/23/1957,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,0.77,0.9625,0.9625,0.9625,285,285,1.04125
Taber,Szymon,Male,70,4/22/1947,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,0.56,0.56,0.56,0.56,287,287,1.04
Debbi,Dannatt,Female,2,12/28/1958,Technical Writer,,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,0.94,0.94,1.175,1.175,287,287,1.04
Giana,Staresmeare,Female,96,4/20/1976,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,0.8,1,1.25,1.25,289,289,1.0375
Morton,Petkens,Male,50,11/13/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,0.75,0.9375,0.9375,0.9375,289,289,1.0375
Vittoria,Whitney,Female,95,6/3/1981,Research Assistant I,,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,0.96,0.96,1.2,1.2,291,291,1.0359375
Paquito,Atwood,Male,15,7/30/1972,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,1.01,1.01,1.01,1.01,291,291,1.0359375
Dimitri,Tribbeck,Male,89,12/7/1958,Chief Design Engineer,,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,0.98,0.98,1.225,1.225,291,291,1.0359375
Shelli,Bartholomaus,Female,88,5/11/1963,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,0.6,0.75,0.9375,0.796875,291,291,1.0359375
Kermit,Lebond,Male,36,2/1/1980,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,0.6,0.6,0.6,0.51,295,295,1.03125
Biddie,Gorce,Female,68,1/30/1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,0.94,1.175,1.175,0.99875,295,295,1.03125
Rupert,Marrow,Male,73,8/8/1970,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,0.93,0.93,0.93,0.93,297,297,1.030625
Geoff,Sitford,Male,97,2/27/1965,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,0.86,1.075,1.34375,1.1421875,297,297,1.030625
Ange,Chitham,Female,91,2/14/1991,,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,0.81,0.81,1.0125,0.860625,297,297,1.030625
Tiphanie,Blackader,Female,59,10/8/1947,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,0.8,0.8,1,0.85,297,297,1.030625
Zollie,Crinidge,Male,39,1/10/1988,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,0.65,0.8125,0.8125,0.690625,297,297,1.030625
Daisy,Pollen,Female,97,8/9/1993,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,0.44,0.44,0.55,0.4675,302,302,1.03
Emelen,Bidnall,Male,79,8/5/1981,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,0.69,0.8625,1.078125,1.078125,302,302,1.03
Linette,Boman,Female,56,5/20/1949,Account Executive,,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,0.62,0.62,0.775,0.775,304,304,1.025
Manya,Abramovici,Female,42,7/17/1955,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,1.04,1.3,1.3,1.3,304,304,1.025
Brynna,Tivers,Female,81,8/9/1974,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,0.57,0.57,0.7125,0.605625,304,304,1.025
Art,Carolan,Male,1,11/9/1954,Marketing Manager,,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,0.98,1.225,1.53125,1.53125,304,304,1.025
Alfi,Sabbins,Female,63,6/12/1959,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,0.74,0.925,0.925,0.925,304,304,1.025
Loleta,Aberdalgy,Female,45,2/15/1981,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,0.45,0.45,0.45,0.3825,304,304,1.025
Aldric,Birney,Male,21,8/19/1971,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,1.02,1.275,1.275,1.08375,310,310,1.02265625
Natividad,Balducci,Female,39,2/7/1991,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,0.57,0.7125,0.890625,0.890625,310,310,1.02265625
Claudine,Dymick,Female,28,12/13/1965,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,0.89,0.89,0.89,0.7565,312,312,1.02
Seamus,Cains,Male,61,12/15/1989,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,0.8,0.8,0.8,0.8,312,312,1.02
Guss,Karim,Male,95,11/24/1968,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,0.45,0.45,0.5625,0.478125,312,312,1.02
Julietta,Setchfield,Female,73,1/31/1992,Operator,,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,0.8,1,1,1,312,312,1.02
Roch,Symson,Female,96,5/13/1978,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,0.6,0.6,0.75,0.75,312,312,1.02
Audry,Fann,Female,3,10/17/1957,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,0.94,1.175,1.175,0.99875,312,312,1.02
Cecelia,Cisar,Female,20,3/26/1985,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,1.03,1.2875,1.2875,1.094375,312,312,1.02
Clari,Voas,Female,74,7/28/1955,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,0.52,0.65,0.65,0.65,312,312,1.02
Zach,Hedman,Male,87,9/11/1981,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,0.57,0.7125,0.890625,0.890625,320,320,1.015625
Paxon,Roomes,Male,78,11/6/1976,Information Systems Manager,,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,0.94,1.175,1.175,1.175,320,320,1.015625
Parnell,Lamprey,Male,23,4/8/1977,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,1.01,1.01,1.01,1.01,322,322,1.0125
Honey,Gosdin,Female,0,11/29/1981,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,0.88,0.88,1.1,0.935,322,322,1.0125
Sonny,McCart,Male,35,8/27/1992,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,0.43,0.43,0.5375,0.5375,324,324,1.01
Rozamond,Turtle,U,69,,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,1.06,1.325,1.325,1.12625,324,324,1.01
Deirdre,Burgoine,Female,14,1/8/1955,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,0.71,0.71,0.71,0.71,326,326,1.009375
Haleigh,,Female,17,5/19/1952,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,0.85,1.0625,1.0625,0.903125,326,326,1.009375
Aldridge,Poskitt,Male,84,2/10/1982,VP Sales,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,0.49,0.49,0.6125,0.520625,326,326,1.009375
Zechariah,McReidy,Male,32,7/22/1978,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,0.77,0.77,0.77,0.77,329,329,1
Carry,Costi,Female,32,11/26/1972,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,0.93,0.93,0.93,0.7905,329,329,1
Alon,,Male,17,6/23/1999,Accountant IV,,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,0.55,0.55,0.55,0.55,329,329,1
Ahmed,Pickthorne,Male,46,12/25/1959,Marketing Manager,,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,0.85,1.0625,1.328125,1.328125,329,329,1
Nil,Shirer,Male,64,9/27/1997,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,1.05,1.3125,1.3125,1.115625,329,329,1
Erhard,O'Moylane,Male,33,5/27/1978,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,0.76,0.95,0.95,0.95,334,334,0.99875
Vitia,Axtens,Female,62,8/8/1945,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,0.41,0.5125,0.640625,0.54453125,334,334,0.99875
Haskell,Moxted,Male,81,8/27/1943,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,0.63,0.63,0.7875,0.669375,334,334,0.99875
Ebony,Conrad,Female,8,10/24/1999,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,0.67,0.8375,0.8375,0.711875,334,334,0.99875
Lincoln,Boler,Male,53,1/24/1976,Chief Design Engineer,,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,0.86,0.86,0.86,0.86,338,338,0.99609375
Vladimir,Westmerland,Male,18,6/19/1956,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,0.73,0.9125,0.9125,0.775625,338,338,0.99609375
Kylynn,Drowsfield,Female,80,3/28/1975,Editor,,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,0.4,0.5,0.625,0.625,338,338,0.99609375
Nicole,Ruckhard,Female,93,10/9/1969,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,0.67,0.8375,1.046875,1.046875,341,341,0.99
Celestina,Lethardy,Female,38,12/11/1968,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,0.8,1,1.25,1.0625,341,341,0.99
Tannie,Petrakov,Male,84,11/27/1951,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,0.98,0.98,1.225,1.225,341,341,0.99
Bessy,Saladin,Female,22,12/22/1939,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,0.41,0.5125,0.640625,0.54453125,341,341,0.99
Diego,Van den Broek,Male,17,9/28/1964,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,0.97,1.2125,1.2125,1.2125,345,345,0.988125
Lucilia,Minshall,Female,71,4/15/1952,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,0.99,1.2375,1.2375,1.051875,345,345,0.988125
Cissiee,Pollington,Female,43,7/21/1941,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,0.42,0.525,0.65625,0.5578125,345,345,0.988125
Eddy,Sturch,Male,22,2/11/1961,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,1.1,1.375,1.375,1.375,345,345,0.988125
Caron,Kezar,Female,11,8/8/1953,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,0.79,0.79,0.79,0.6715,349,349,0.9875
Sandor,Stirland,Male,67,5/26/1981,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,0.63,0.63,0.7875,0.7875,349,349,0.9875
Gallagher,Bromell,Male,18,12/2/1956,Assistant Manager,,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,0.41,0.41,0.41,0.3485,349,349,0.9875
Murial,Bulloch,Female,59,10/1/1964,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,0.58,0.58,0.58,0.493,349,349,0.9875
Delinda,Ech,Female,74,10/21/1944,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,0.92,1.15,1.4375,1.221875,349,349,0.9875
Hussein,Tapenden,Male,19,10/19/1953,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,0.69,0.8625,0.8625,0.8625,349,349,0.9875
Giulietta,Garbott,Female,59,2/27/2002,Technical Writer,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,0.94,1.175,1.175,1.175,355,355,0.984375
Kaylyn,Jakaway,Female,45,7/30/1980,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,1.01,1.01,1.01,1.01,356,356,0.9828125
Brynn,Goodyear,Female,30,11/10/1944,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,1.05,1.3125,1.3125,1.115625,356,356,0.9828125
Otis,,Male,59,1/11/1971,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,0.68,0.68,0.85,0.85,358,358,0.98
Tamas,Swatman,U,65,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,0.86,0.86,0.86,0.86,358,358,0.98
Pace,Clemonts,Male,99,7/28/1990,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,0.78,0.78,0.975,0.975,358,358,0.98
Tracy,Andrejevic,U,71,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,0.4,0.5,0.5,0.425,361,361,0.9775
Muffin,Grigolon,Male,7,10/31/1979,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,0.65,0.65,0.8125,0.690625,361,361,0.9775
Allsun,Biner,Female,67,12/26/1997,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,0.98,1.225,1.225,1.04125,361,361,0.9775
Kenneth,Elleyne,Male,13,9/3/1957,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,1.01,1.01,1.2625,1.073125,361,361,0.9775
Clotilda,Southers,Female,62,11/8/1999,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,0.47,0.5875,0.5875,0.499375,361,361,0.9775
Augustus,Bourley,Male,60,8/17/1981,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,1.1,1.1,1.375,1.375,366,366,0.975
Daisi,Tinwell,Female,84,12/24/1971,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,0.94,0.94,1.175,0.99875,366,366,0.975
Gerik,Woodroof,Male,18,6/13/1959,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,0.4,0.5,0.5,0.5,366,366,0.975
Claresta,MacConnulty,Female,6,10/1/1957,Recruiting Manager,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,1.03,1.2875,1.609375,1.36796875,366,366,0.975
Arty,Fontelles,Male,50,10/21/1994,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,0.89,0.89,0.89,0.89,370,370,0.97
Giulia,Hazart,Female,57,8/2/1978,Help Desk Technician,,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,0.87,0.87,1.0875,0.924375,371,371,0.96875
Whit,Emloch,Male,30,8/20/1963,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,0.77,0.9625,1.203125,1.02265625,372,372,0.966875
Rowan,Summerly,Male,4,7/5/1974,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,0.58,0.58,0.725,0.61625,372,372,0.966875
Ian,Rabat,Male,54,8/4/1975,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,0.61,0.61,0.7625,0.7625,372,372,0.966875
Agneta,McAmish,U,66,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,0.56,0.56,0.56,0.476,375,375,0.96
Reginald,Jermy,Male,7,9/12/1960,Director of Sales,,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,0.83,1.0375,1.0375,1.0375,375,375,0.96
Link,Gorini,Male,60,11/9/1974,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,0.62,0.62,0.62,0.62,375,375,0.96
Harriet,Brattan,Female,81,12/3/1986,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,0.76,0.76,0.95,0.95,378,378,0.95625
Sada,Branton,Female,34,6/24/1974,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,0.92,0.92,0.92,0.92,378,378,0.95625
Jenelle,Mc-Kerley,Female,40,1/23/1942,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,1.02,1.275,1.275,1.08375,378,378,0.95625
Gabrila,Toopin,Female,7,1/14/1963,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,0.48,0.48,0.48,0.408,378,378,0.95625
Almira,Mangion,Female,4,1/24/1996,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,0.97,1.2125,1.515625,1.515625,382,382,0.95
Arty,Strudwick,Male,85,1/31/1964,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,1.09,1.3625,1.703125,1.44765625,382,382,0.95
Alexa,Dillet,Female,65,10/5/1944,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,0.66,0.66,0.66,0.66,382,382,0.95
Palmer,Heaven,Male,82,5/18/1995,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,0.97,1.2125,1.515625,1.515625,382,382,0.95
Porter,Buckenhill,Male,46,6/14/1954,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,0.92,1.15,1.15,1.15,386,386,0.945625
Kizzee,Kemston,Female,11,9/29/1961,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,0.78,0.78,0.78,0.663,386,386,0.945625
Isadora,Ducker,Female,15,8/25/1973,Account Executive,,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,0.41,0.5125,0.5125,0.5125,386,386,0.945625
Giffie,Offill,Male,51,3/2/1993,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,0.96,0.96,0.96,0.96,386,386,0.945625
Fara,Sarath,Female,75,6/30/1948,Quality Control Specialist,,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,0.63,0.63,0.63,0.5355,386,386,0.945625
Carolann,Raatz,Female,25,2/26/1979,Chief Design Engineer,,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,1.02,1.02,1.02,1.02,386,386,0.945625
Tamar,Windmill,Female,92,8/28/1939,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,0.62,0.62,0.775,0.775,386,386,0.945625
Kipp,Stockport,Male,36,12/10/1982,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,0.58,0.725,0.90625,0.7703125,386,386,0.945625
Packston,Wackett,Male,10,4/26/1950,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,0.81,0.81,1.0125,0.860625,386,386,0.945625
Hanson,Eastes,Male,74,5/20/1990,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,0.42,0.525,0.65625,0.5578125,395,395,0.94
Demetria,Bausor,Female,73,12/22/1961,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,1.06,1.325,1.65625,1.4078125,396,396,0.9375
Lura,Fawdrie,Female,66,1/17/2002,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,1.08,1.35,1.35,1.1475,396,396,0.9375
Nora,Anselm,Female,84,1/5/1961,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,1.01,1.2625,1.578125,1.578125,396,396,0.9375
Estevan,Eastment,Male,54,8/9/1942,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,0.78,0.975,0.975,0.82875,396,396,0.9375
Aloysius,Glowacz,Male,72,3/24/1979,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,0.65,0.65,0.8125,0.8125,396,396,0.9375
Bastien,Ibbeson,Male,53,11/4/1976,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,0.94,0.94,0.94,0.799,401,401,0.935
Otha,Langworthy,Female,91,1/20/1967,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,0.8,1,1.25,1.0625,401,401,0.935
Gannie,Bargh,Male,56,2/13/1955,Analyst Programmer,,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,1.06,1.325,1.325,1.12625,401,401,0.935
Dwayne,Doel,Male,80,1/21/1978,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,1.07,1.3375,1.671875,1.671875,401,401,0.935
Leese,Huckleby,Female,67,9/10/1977,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,0.42,0.525,0.525,0.525,405,405,0.93
Dodi,Kiggel,Female,5,8/15/1980,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,0.5,0.625,0.78125,0.6640625,405,405,0.93
Kippar,Brimilcome,Male,21,11/29/1938,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,1.05,1.05,1.3125,1.115625,405,405,0.93
Corinna,Beretta,Female,24,2/29/1996,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,0.95,0.95,0.95,0.95,408,408,0.9296875
Laurie,Odlin,Female,75,3/8/1983,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,1.03,1.03,1.2875,1.2875,409,409,0.925
Mair,Erett,Female,15,12/5/1957,Speech Pathologist,,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,1.1,1.1,1.1,1.1,409,409,0.925
Marcelia,Copins,Female,81,3/15/1946,,,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,1.04,1.3,1.625,1.38125,409,409,0.925
Tanner,Terlinden,Male,84,12/9/1995,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,0.42,0.42,0.525,0.44625,409,409,0.925
Hilliard,Dullard,Male,65,7/18/1954,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,1.07,1.07,1.07,0.9095,409,409,0.925
Justinn,Haruard,Female,48,8/28/1958,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,0.51,0.51,0.6375,0.6375,414,414,0.924375
Wyn,Meach,Male,37,9/10/1938,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,0.59,0.59,0.7375,0.626875,415,415,0.921875
Art,Shardlow,Male,57,10/15/1963,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,0.41,0.5125,0.5125,0.435625,415,415,0.921875
Dennis,Varnham,Male,57,5/17/1953,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,0.77,0.77,0.77,0.77,415,415,0.921875
Freddi,Litherborough,Female,46,1/14/1989,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,0.59,0.59,0.59,0.5015,418,418,0.918
Salomon,Perkins,Male,76,1/12/1998,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,0.67,0.8375,1.046875,1.046875,419,419,0.91640625
Sherill,,Female,33,12/18/1991,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,0.79,0.79,0.79,0.6715,420,420,0.91375
Queenie,Learie,Female,90,1/24/1948,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,1.05,1.05,1.3125,1.115625,420,420,0.91375
Etan,Prinett,Male,97,1/21/1970,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,1.05,1.3125,1.640625,1.39453125,420,420,0.91375
Donaugh,Benedict,Male,3,12/1/1991,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,0.52,0.52,0.65,0.5525,420,420,0.91375
