,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Total_Price,address,postcode,state,country,property_valuation
7025,10289,62,1741,2017-05-25,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487.0,Karlens,Carneck,Male,18.0,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,25.0,11066.4,27 Evergreen Terrace,2261.0,NSW,Australia,9.0
7026,10291,36,1942,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Abe,Townby,Male,0.0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0,33.0,0.0,184 Hoepker Way,2197.0,NSW,Australia,9.0
7027,10292,14,2459,2017-10-10,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Jeanna,Naulls,Female,67.0,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0,34.0,74085.25,975 Annamark Hill,4034.0,QLD,Australia,6.0
7028,10293,4,798,2017-12-09,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Dorita,Blackburne,Female,22.0,1988-05-20,Teacher,Financial Services,High Net Worth,N,No,5.0,32.0,2190.98,1 Loomis Parkway,3156.0,VIC,Australia,9.0
7029,10296,69,2397,2017-04-13,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996.0,Cassius,Birchenough,Male,33.0,1985-06-10,Analyst Programmer,Retail,Affluent Customer,N,Yes,4.0,35.0,19624.44,44083 Village Court,2142.0,NSW,Australia,7.0
7030,10297,43,2013,2017-11-15,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071.0,Marge,Girault,Female,99.0,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0,24.0,64299.51,06069 Hayes Road,2099.0,NSW,Australia,8.0
7031,10298,41,331,2017-02-07,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,39526.0,Ford,Groucock,Male,87.0,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,21.0,27208.38,042 Bunker Hill Avenue,2088.0,NSW,Australia,8.0
7032,10301,67,2790,2017-10-14,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,33455.0,Shirleen,Shelsher,Female,16.0,1977-12-01,Account Representative IV,Retail,High Net Worth,N,Yes,20.0,42.0,6091.84,942 Elmside Street,2763.0,NSW,Australia,8.0
7034,10303,43,2060,2017-06-26,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Constancia,Akram,Female,17.0,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17.0,61.0,11041.33,74164 Village Green Parkway,3037.0,VIC,Australia,9.0
7035,10306,62,2203,2017-05-27,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Ganny,Alessandrelli,Male,13.0,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2.0,21.0,7992.4,59929 West Alley,2026.0,NSW,Australia,10.0
7036,10307,31,264,2017-05-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Jedd,Spiby,Male,31.0,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11.0,42.0,5368.58,454 Green Ridge Avenue,2176.0,NSW,Australia,10.0
7037,10308,24,1888,2017-04-03,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,36334.0,Sibyl,Scholtz,Female,67.0,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0,18.0,54992.259999999995,9 Emmet Hill,2042.0,NSW,Australia,10.0
7038,10309,89,2204,2017-02-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Kacie,Barthram,Female,16.0,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7.0,52.0,9319.68,94 Vernon Parkway,2762.0,NSW,Australia,9.0
7039,10311,68,2936,2017-11-01,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,39915.0,Pavia,Gethen,Female,23.0,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11.0,36.0,1028.33,7 New Castle Terrace,2223.0,NSW,Australia,10.0
7040,10312,92,511,2017-11-16,1.0,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Theo,Tolmie,Female,92.0,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10.0,37.0,23932.879999999997,7 Hooker Place,2428.0,NSW,Australia,3.0
7041,10313,38,706,2017-02-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35560.0,Kane,Gaffer,Male,44.0,1990-01-06,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0,30.0,17112.48,8 Dottie Court,3480.0,Victoria,Australia,1.0
7042,10314,7,2463,2017-05-20,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Krystle,Jovicevic,Female,54.0,1978-01-30,Pharmacist,Health,Mass Customer,N,No,12.0,42.0,12659.220000000001,22 Hayes Center,3156.0,VIC,Australia,10.0
7043,10316,70,673,2017-10-29,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668.0,Artie,Ommanney,Male,35.0,1975-06-27,VP Sales,Health,Mass Customer,N,Yes,4.0,45.0,10410.050000000001,2836 Morning Drive,2304.0,NSW,Australia,7.0
7044,10318,33,719,2017-04-03,0.0,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Pattin,Weathey,Male,2.0,1953-12-30,Administrative Officer,Retail,Mass Customer,N,No,14.0,66.0,2334.36,14254 Hallows Parkway,4615.0,QLD,Australia,1.0
7045,10321,78,532,2017-10-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Row,Mawditt,Female,25.0,1961-01-14,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19.0,59.0,17737.0,39632 Michigan Park,4165.0,QLD,Australia,5.0
7046,10322,56,359,2017-05-20,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,Dulcine,Gauson,Female,2.0,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0,61.0,275.8,7 Debs Point,2322.0,NSW,Australia,4.0
7047,10324,45,3346,2017-11-12,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Nadya,Callaghan,Female,61.0,1991-09-11,Software Consultant,Financial Services,High Net Worth,N,No,3.0,28.0,14300.23,7353 Thierer Road,4300.0,QLD,Australia,2.0
7048,10325,59,3013,2017-04-28,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Lorain,Eddisforth,Female,94.0,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6.0,51.0,118379.84,399 Butterfield Crossing,4115.0,QLD,Australia,7.0
7049,10326,9,1016,2017-10-25,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,37838.0,Adrian,Prettyjohns,Male,0.0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0,60.0,0.0,5 Sheridan Circle,3934.0,VIC,Australia,11.0
7050,10327,52,813,2017-11-10,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Lisette,Nesbit,Female,12.0,1962-03-21,Account Representative III,Health,Mass Customer,N,No,14.0,58.0,9954.119999999999,7175 Orin Junction,2088.0,NSW,Australia,12.0
7051,10328,3,720,2017-11-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779.0,Darrel,Canet,Male,67.0,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,No,6.0,88.0,26057.64,78 Glacier Hill Drive,2026.0,NSW,Australia,10.0
7052,10331,23,310,2017-07-24,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670.0,Myranda,Clowser,Female,0.0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0,35.0,0.0,06 Corry Pass,2450.0,NSW,Australia,9.0
7053,10332,31,389,2017-02-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Dorene,Scrivner,Female,97.0,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0,45.0,16798.46,8 Holy Cross Center,2047.0,NSW,Australia,9.0
7054,10333,45,2786,2017-12-13,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,Hubie,Bottoner,Male,94.0,1968-01-21,Accountant III,Health,Mass Customer,N,Yes,11.0,52.0,7989.0599999999995,59901 Bartelt Terrace,4069.0,QLD,Australia,9.0
7055,10334,67,2206,2017-06-20,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Osmond,McCamish,Male,60.0,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,No,14.0,63.0,22610.399999999998,7 Novick Parkway,2160.0,NSW,Australia,5.0
7056,10335,66,2968,2017-04-28,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Lek,Viel,Male,38.0,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,N,No,16.0,42.0,22392.26,8 Glendale Terrace,4014.0,QLD,Australia,8.0
7057,10336,13,2136,2017-12-20,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,Heather,Golsworthy,Female,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,5.0,54.0,17356.71,99000 Petterle Drive,2062.0,NSW,Australia,9.0
7058,10338,40,3047,2017-10-24,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0,Eddy,Cossans,Male,20.0,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,58.0,17498.0,85 Northland Circle,2077.0,NSW,Australia,10.0
7059,10340,46,3220,2017-01-19,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Hunt,Linn,Male,53.0,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0,47.0,3949.03,580 Blaine Center,2029.0,NSW,Australia,10.0
7060,10342,17,1181,2017-11-16,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Brita,Plant,Female,2.0,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,No,8.0,42.0,1229.6,8 Clyde Gallagher Court,4217.0,QLD,Australia,8.0
7061,10343,10,868,2017-10-08,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298.0,Effie,Duddy,Female,84.0,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,40.0,30513.0,519 Maywood Pass,2768.0,NSW,Australia,10.0
7062,10345,75,931,2017-01-23,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,Katrina,Sappson,Female,59.0,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,20.0,50973.05,3403 Spenser Terrace,3143.0,VIC,Australia,8.0
7063,10346,33,793,2017-09-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38991.0,Kissie,Delong,Female,97.0,1989-01-30,Actuary,Financial Services,High Net Worth,N,Yes,9.0,31.0,156257.30000000002,57 Gulseth Terrace,2099.0,NSW,Australia,10.0
7064,10347,19,3165,2017-07-03,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303.0,Vyky,Coppen,Female,56.0,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,45.0,403.76,49956 Hovde Crossing,2745.0,NSW,Australia,9.0
7065,10348,90,3104,2017-06-18,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626.0,Diahann,Blundan,Female,19.0,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,25.0,5517.790000000001,9 Dryden Crossing,4118.0,QLD,Australia,3.0
7066,10351,5,2564,2017-03-31,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Bell,Carley,Female,18.0,1976-04-29,Engineer III,Health,Mass Customer,N,No,15.0,44.0,8274.779999999999,1 Mendota Drive,2107.0,NSW,Australia,11.0
7067,10352,62,2474,2017-06-11,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0,Chrysa,Burrett,Female,59.0,1980-06-08,Executive Secretary,Argiculture,High Net Worth,N,Yes,6.0,40.0,36273.2,70 Erie Street,4814.0,QLD,Australia,2.0
7068,10353,87,949,2017-04-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145.0,Jarid,Grebner,Male,18.0,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3.0,44.0,12733.199999999999,221 Coolidge Parkway,2010.0,NSW,Australia,9.0
7069,10354,0,3245,2017-07-21,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Wainwright,Succamore,Male,86.0,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7.0,61.0,26895.64,623 Carberry Way,2145.0,NSW,Australia,8.0
7070,10356,88,1197,2017-12-02,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35378.0,Isobel,Lampett,Female,44.0,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0,22.0,65080.84,05 Daystar Lane,2560.0,NSW,Australia,8.0
7071,10357,81,1798,2017-02-08,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Eunice,Risom,Female,46.0,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0,19.0,29876.54,93 Lakeland Court,3810.0,VIC,Australia,6.0
7072,10358,53,1440,2017-04-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,40670.0,Consuela,O'Logan,Female,19.0,1965-11-22,Human Resources Manager,Financial Services,High Net Worth,N,Yes,12.0,54.0,14534.240000000002,8999 Elmside Pass,2749.0,NSW,Australia,9.0
7073,10359,31,2881,2017-10-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Ezra,Steffan,Male,71.0,1962-09-27,Associate Professor,Health,Affluent Customer,N,Yes,11.0,57.0,12295.78,8750 Corben Trail,2089.0,NSW,Australia,11.0
7074,10360,42,2936,2017-01-25,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,37873.0,Pavia,Gethen,Female,23.0,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11.0,36.0,37050.700000000004,7 New Castle Terrace,2223.0,NSW,Australia,10.0
7075,10361,41,590,2017-01-18,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,38991.0,Ddene,Burleton,Female,85.0,1988-09-09,Assistant Professor,Health,Mass Customer,N,Yes,11.0,31.0,26582.9,9816 Carberry Trail,2036.0,NSW,Australia,11.0
7076,10362,60,1575,2017-07-26,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Phaidra,Jindacek,Female,82.0,1989-03-13,Design Engineer,Retail,Mass Customer,N,No,17.0,31.0,144307.69999999998,7015 Hintze Parkway,2153.0,NSW,Australia,11.0
7077,10363,10,2819,2017-03-29,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Clyve,Starmont,Male,63.0,1977-12-04,Executive Secretary,Manufacturing,Affluent Customer,N,No,14.0,42.0,22884.75,4 American Ash Circle,2211.0,NSW,Australia,10.0
7078,10364,27,843,2017-05-17,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,42696.0,Salomone,Sleford,Male,80.0,1989-09-05,Developer II,Manufacturing,Affluent Customer,N,Yes,9.0,30.0,31097.600000000002,71801 Grover Point,2166.0,NSW,Australia,10.0
7079,10365,36,3400,2017-12-04,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,36498.0,Brenna,Childes,Female,46.0,1987-06-25,Sales Associate,Financial Services,Mass Customer,N,Yes,18.0,33.0,23348.68,851 Meadow Valley Place,3205.0,VIC,Australia,10.0
7080,10366,92,3243,2017-03-14,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145.0,Tim,Besset,Male,24.0,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7.0,47.0,30224.64,11 Erie Hill,3915.0,VIC,Australia,7.0
7081,10367,0,970,2017-07-07,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,Kellyann,Hawton,Female,2.0,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0,40.0,430.28,1601 Judy Drive,2026.0,NSW,Australia,10.0
7082,10369,43,1989,2017-12-08,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0,Emalee,Guitel,Female,46.0,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17.0,46.0,37628.46,1 Raven Place,2160.0,NSW,Australia,6.0
7083,10370,56,2611,2017-10-15,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Aeriel,Lejeune,Female,36.0,1991-02-18,Tax Accountant,Financial Services,Affluent Customer,N,No,9.0,29.0,4964.400000000001,23426 Transport Center,2218.0,NSW,Australia,10.0
7084,10377,88,2695,2017-02-07,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,41434.0,Kippy,Heater,Female,88.0,1976-08-16,Statistician II,Manufacturing,Mass Customer,N,Yes,19.0,43.0,33536.8,718 Fair Oaks Point,2068.0,NSW,Australia,12.0
7085,10378,0,1405,2017-11-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Kylie,Spriggin,Female,52.0,1958-04-05,VP Product Management,Manufacturing,High Net Worth,N,Yes,11.0,62.0,15101.320000000002,070 Shelley Terrace,3020.0,VIC,Australia,4.0
7086,10380,45,1947,2017-01-20,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41848.0,Gretta,Patrone,Female,66.0,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,56.0,5609.339999999999,4262 Melvin Avenue,2759.0,NSW,Australia,8.0
7087,10381,14,2593,2017-10-31,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Sharona,Yorkston,Female,69.0,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,46.0,85166.01,6 Forest Avenue,2870.0,NSW,Australia,4.0
7088,10382,23,3463,2017-02-03,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Fletch,Durrett,Male,7.0,1984-06-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,2.0,36.0,4290.16,78 Bowman Court,2027.0,NSW,Australia,11.0
7089,10383,50,2060,2017-07-18,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Constancia,Akram,Female,17.0,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17.0,61.0,2242.64,74164 Village Green Parkway,3037.0,VIC,Australia,9.0
7090,10384,86,128,2017-08-15,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,Isidro,Cypler,Male,73.0,1977-07-17,Systems Administrator III,Property,Mass Customer,N,Yes,12.0,42.0,9130.109999999999,10918 Merry Way,2452.0,New South Wales,Australia,5.0
7091,10386,0,234,2017-07-09,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Mead,Alpes,Female,71.0,1969-08-12,Chief Design Engineer,Retail,High Net Worth,N,No,12.0,50.0,4042.03,816 Spohn Center,2036.0,NSW,Australia,10.0
7092,10387,68,3273,2017-07-15,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,39915.0,Darline,Alpes,Female,72.0,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,42.0,3219.12,8551 Mayfield Court,3175.0,VIC,Australia,12.0
7093,10389,1,2087,2017-11-05,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Yehudi,Sandon,Male,76.0,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,15.0,51.0,72566.32,6563 Susan Pass,3024.0,VIC,Australia,7.0
7094,10390,52,1957,2017-04-07,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Gary,Eager,Male,1.0,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0,42.0,829.51,00969 Gale Way,3108.0,VIC,Australia,10.0
7095,10393,31,1295,2017-10-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0,Irving,Murton,Male,66.0,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0,23.0,11429.880000000001,07780 Autumn Leaf Drive,4209.0,QLD,Australia,7.0
7096,10395,38,440,2017-12-19,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Sheena,O'Duggan,Female,46.0,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0,42.0,38019.46,1693 Artisan Hill,2259.0,NSW,Australia,6.0
7097,10396,65,3352,2017-09-01,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Fredek,Lobley,Male,14.0,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1.0,25.0,10901.66,29863 Waxwing Court,3056.0,VIC,Australia,5.0
7098,10398,65,859,2017-05-04,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,Devinne,Tommeo,Female,53.0,1978-08-02,Geologist I,Financial Services,Affluent Customer,N,Yes,7.0,41.0,41270.57,6 Harper Lane,2150.0,NSW,Australia,10.0
7099,10399,38,1531,2017-02-21,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,34071.0,Evaleen,Pusey,Female,20.0,1966-03-17,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,54.0,16530.2,486 Clyde Gallagher Road,2170.0,NSW,Australia,9.0
7100,10400,87,1214,2017-06-09,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Martino,Shalcros,Male,0.0,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,15.0,31.0,0.0,275 Lindbergh Parkway,2086.0,NSW,Australia,11.0
7101,10401,1,1435,2017-04-30,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Derek,Podmore,Male,96.0,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,52.0,91662.72,8934 Park Meadow Street,2756.0,NSW,Australia,8.0
7102,10402,91,2348,2017-07-23,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Keeley,Winslet,Female,2.0,1957-11-07,Web Designer IV,Manufacturing,Mass Customer,N,No,16.0,62.0,150.52,24 Corben Terrace,2164.0,NSW,Australia,8.0
7103,10404,92,3341,2017-06-19,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364.0,Vitia,Crum,Female,19.0,1980-08-05,Help Desk Technician,Retail,Affluent Customer,N,Yes,6.0,39.0,23927.839999999997,411 Anthes Circle,2030.0,NSW,Australia,12.0
7104,10405,18,1534,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Rosabelle,Hollington,Female,74.0,1998-11-30,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4.0,21.0,31927.3,213 Alpine Avenue,2168.0,NSW,Australia,9.0
7105,10406,72,156,2017-10-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499.0,Shayla,Rimmington,Female,23.0,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,40.0,6216.900000000001,9 Huxley Circle,3191.0,VIC,Australia,11.0
7106,10407,62,2535,2017-08-04,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Butch,Broadnicke,Male,53.0,1981-08-20,Accountant III,Financial Services,Affluent Customer,N,No,13.0,38.0,15832.160000000002,778 Cambridge Street,4209.0,QLD,Australia,4.0
7107,10409,32,1519,2017-02-23,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0,Marwin,Jeyness,Male,35.0,2001-11-30,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,18.0,24759.0,7 Bartillon Circle,2260.0,NSW,Australia,8.0
7108,10410,5,1656,2017-10-07,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38216.0,Constantin,Rodrigues,Male,59.0,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,42.0,27122.89,58 Kipling Avenue,4560.0,QLD,Australia,8.0
7109,10411,0,395,2017-09-11,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0,Penn,Burkinshaw,Male,28.0,1976-11-27,Data Coordiator,Retail,High Net Worth,N,Yes,9.0,43.0,1267.28,3 Valley Edge Trail,3444.0,VIC,Australia,7.0
7110,10412,83,1486,2017-10-06,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Dag,Landell,Male,14.0,1978-08-07,Geological Engineer,Manufacturing,Mass Customer,N,No,10.0,41.0,9450.42,12 Redwing Street,2325.0,NSW,Australia,4.0
7111,10413,31,662,2017-07-19,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,Bonnibelle,Imos,Female,41.0,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,53.0,7100.38,74013 Mesta Terrace,3084.0,Victoria,Australia,9.0
7112,10414,3,1282,2017-03-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,39298.0,Garald,Pidler,Male,99.0,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,39.0,38503.08,791 Elgar Trail,4340.0,QLD,Australia,5.0
7113,10415,50,2493,2017-04-13,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0,Rey,Collum,Male,56.0,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17.0,38.0,7387.5199999999995,99 Blackbird Court,2203.0,NSW,Australia,11.0
7114,10416,9,1296,2017-06-08,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,35378.0,Essy,Vondrak,Female,61.0,1989-03-11,Paralegal,Financial Services,Affluent Customer,N,Yes,9.0,31.0,40711.4,87 Reinke Drive,4211.0,QLD,Australia,6.0
7115,10417,79,3467,2017-07-02,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Killy,Spaducci,Male,31.0,1980-05-20,VP Quality Control,IT,Mass Customer,N,No,21.0,40.0,25358.31,682 Claremont Circle,4350.0,QLD,Australia,6.0
7116,10419,2,994,2017-07-21,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,Rhetta,Kupker,Female,62.0,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5.0,42.0,3324.44,64211 Laurel Alley,3141.0,VIC,Australia,10.0
7117,10422,90,263,2017-11-14,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Tonia,Leigh,Female,89.0,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7.0,34.0,45174.619999999995,50 Everett Way,2064.0,NSW,Australia,9.0
7118,10423,58,411,2017-03-26,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Cathyleen,Bern,Female,84.0,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12.0,43.0,69678.84,41605 Mitchell Street,2750.0,NSW,Australia,8.0
7119,10425,24,1602,2017-01-31,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Shamus,Dennerly,Male,68.0,1979-01-09,Professor,Retail,Mass Customer,N,No,15.0,41.0,55813.04,978 Valley Edge Park,2777.0,NSW,Australia,9.0
